street_type,PKY,PKWY,handtyped
street_type,CRT,CT,handtyped
street_type,LANE,LN,handtyped
street_type,street,STREET,handtyped
street_type,DR.,DR,handtyped
street_type,PKWAY,PKWY,handtyped
street_type,AE,AVENUE,handtyped
street_type,DRIV,DR,handtyped
street_type,PRK,PARK,handtyped
street_type,PL.,PL,handtyped
street_type,CT.,CT,handtyped
street_type,PRKW,PKWY,handtyped
street_type,BL,BOULEVARD,handtyped
street_type,BLV,BOULEVARD,handtyped
street_type,HY,HWY,handtyped
street_type,VE,AVENUE,handtyped
street_type,HIGHWAY,HWY,handtyped
street_type,DRV,DR,handtyped
street_type,STR,STREET,handtyped
street_type,AVE.,AVENUE,handtyped
street_type,TERR,TER,handtyped
street_type,PW,PKWY,handtyped
street_type,TERRACE,TER,handtyped
street_type,ST.,STREET,handtyped
street_type,BV,BOULEVARD,handtyped
street_type,COURT,CT,handtyped
street_type,PARKWAY,PKWY,handtyped
street_type,DRIVE,DR,handtyped
street_type,RD,ROAD,handtyped
street_type,BLVD,BOULEVARD,handtyped
street_type,PLACE,PL,handtyped
street_type,AV,AVENUE,handtyped
street_type,AVE,AVENUE,handtyped
street_type,ST,STREET,handtyped
street_type,BLVD.,BOULEVARD,handtyped
street_type,ST,STREET,handtyped
street_type,AVE,AVENUE,handtyped
street_type,AV,AVENUE,handtyped
street_type,RD,ROAD,handtyped
street_type,DRIVE,DR,handtyped
street_type,PARKWAY,PKWY,handtyped
street_type,BLVD.,BOULEVARD,handtyped
street_type,COURT,CT,handtyped
street_type,TERRACE,TER,handtyped
street_type,ST.,STREET,handtyped
street_type,BLVD,BOULEVARD,handtyped
street_type,TERR,TER,handtyped
street_type,AVE.,AVENUE,handtyped
street_type,STR,STREET,handtyped
street_type,BV,BOULEVARD,handtyped
street_type,PW,PKWY,handtyped
street_type,DRV,DR,handtyped
street_type,VE,AVENUE,handtyped
street_type,BLV,BOULEVARD,handtyped
street_type,PRKW,PKWY,handtyped
street_type,BL,BOULEVARD,handtyped
street_type,CT.,CT,handtyped
street_type,DRIV,DR,handtyped
street_type,AVENU,AVENUE,handtyped
street_type,PL.,PL,handtyped
street_type,BLD,BOULEVARD,handtyped
street_type,PKWAY,PKWY,handtyped
street_type,street,STREET,handtyped
