1013,W EISENHOWER EXPY IB,W,EISENHOWER,EXPY,IB,200,5999
1014,W EISENHOWER ASHLAND AV ER,W,EISENHOWER ASHLAND AV,ER  ,  ,1430,1599
1015,W EISENHOWER ASHLAND AV XR,W,EISENHOWER ASHLAND AV,XR  ,  ,1400,2199
1016,W EISENHOWER AUSTIN BV ER,W,EISENHOWER AUSTIN BV,ER  ,  ,5832,5999
1017,W EISENHOWER AUSTIN BV XR,W,EISENHOWER AUSTIN BV,XR  ,  ,5831,5999
1018,W EISENHOWER CALIFORNIA AV ER,W,EISENHOWER CALIFORNIA AV,ER  ,  ,2620,2799
1019,W EISENHOWER CALIFORNIA AV XR,W,EISENHOWER CALIFORNIA AV,XR  ,  ,2622,2799
1020,S EISENHOWER CANAL ER,S,EISENHOWER CANAL,ER  ,  ,400,431
1021,S EISENHOWER CANAL XR,S,EISENHOWER CANAL,XR  ,  ,506,535
1022,W EISENHOWER CANAL ST ER,W,EISENHOWER CANAL ST,ER  ,  ,504,599
1023,W EISENHOWER CANAL ST XR,W,EISENHOWER CANAL ST,XR  ,  ,504,599
1024,W EISENHOWER CENTRAL AV ER,W,EISENHOWER CENTRAL AV,ER  ,  ,5336,5699
1025,W EISENHOWER CENTRAL AV XR,W,EISENHOWER CENTRAL AV,XR  ,  ,5334,5799
1026,W EISENHOWER CICERO AV ER,W,EISENHOWER CICERO AV,ER  ,  ,4821,5099
1027,W EISENHOWER CICERO AV XR,W,EISENHOWER CICERO AV,XR  ,  ,4828,5099
1028,W EISENHOWER DAMEN AV ER OB,W,EISENHOWER DAMEN AV,ER  ,OB,2002,2099
1029,W EISENHOWER DAMEN AV ER,W,EISENHOWER DAMEN AV,ER  ,  ,1844,2399
1030,W EISENHOWER DAMEN AV XR,W,EISENHOWER DAMEN AV,XR  ,  ,1830,2135
1031,S EISENHOWER EXPY ER,S,EISENHOWER EXPY,ER  ,  ,204,1199
1032,W EISENHOWER EXPY ER,W,EISENHOWER EXPY,ER  ,  ,814,899
1033,W EISENHOWER FRANKLIN ST ER,W,EISENHOWER FRANKLIN ST,ER  ,  ,211,499
1034,W EISENHOWER FRANKLIN ST XR,W,EISENHOWER FRANKLIN ST,XR  ,  ,500,599
1035,W EISENHOWER HOMAN AV ER,W,EISENHOWER HOMAN AV,ER  ,  ,3204,3399
1036,W EISENHOWER HOMAN AV XR,W,EISENHOWER HOMAN AV,XR  ,  ,3204,3399
1037,W EISENHOWER IB DAN RYAN ER OB,W,EISENHOWER IB DAN RYAN,ER  ,OB,820,899
1038,S EISENHOWER IB DAN RYAN OB ER,S,EISENHOWER IB DAN RYAN OB,ER  ,  ,500,619
1039,S EISENHOWER IB KENNEDY OB ER,S,EISENHOWER IB KENNEDY OB,ER  ,  ,290,505
1040,S EUCLID AVE,S,EUCLID,AVE ,  ,6700,9699
1041,W EISENHOWER IB KENNEDY OB ER,W,EISENHOWER IB KENNEDY OB,ER  ,  ,506,899
1042,W EISENHOWER INDEPENDENCE BL ER,W,EISENHOWER INDEPENDENCE BL,ER  ,  ,3605,3998
1043,W EISENHOWER INDEPENDENCE BL XR,W,EISENHOWER INDEPENDENCE BL,XR  ,  ,3604,3999
1044,W EISENHOWER KOSTNER AV ER,W,EISENHOWER KOSTNER AV,ER  ,  ,4232,4399
1045,W EISENHOWER KOSTNER AV XR,W,EISENHOWER KOSTNER AV,XR  ,  ,4146,4399
1046,W EISENHOWER LARAMIE AV ER,W,EISENHOWER LARAMIE AV,ER  ,  ,5027,5099
1047,W EISENHOWER LARAMIE AV XR,W,EISENHOWER LARAMIE AV,XR  ,  ,5020,5099
1048,W EISENHOWER MORGAN ST XR,W,EISENHOWER MORGAN ST,XR  ,  ,900,999
1049,W EISENHOWER OAKLEY BL ER,W,EISENHOWER OAKLEY BL,ER  ,  ,2200,2299
1050,W EISENHOWER OAKLEY BL XR,W,EISENHOWER OAKLEY BL,XR  ,  ,2200,2299
1051,S EISENHOWER OB KENNEDY OB ER,S,EISENHOWER OB KENNEDY OB,ER  ,  ,320,499
1052,W EISENHOWER PAULINA ST ER,W,EISENHOWER PAULINA ST,ER  ,  ,1710,1899
1053,W EISENHOWER PAULINA ST XR,W,EISENHOWER PAULINA ST,XR  ,  ,1710,1899
1054,W EISENHOWER RACINE AV ER,W,EISENHOWER RACINE AV,ER  ,  ,1000,1399
1055,W EISENHOWER RACINE AV XR,W,EISENHOWER RACINE AV,XR  ,  ,1246,1399
1056,W EISENHOWER SACRAMENTO AV ER,W,EISENHOWER SACRAMENTO AV,ER  ,  ,3007,3199
1057,W EISENHOWER SACRAMENTO AV XR,W,EISENHOWER SACRAMENTO AV,XR  ,  ,3000,3199
1058,S EISENHOWER TAYLOR ST XR,S,EISENHOWER TAYLOR ST,XR  ,  ,746,999
1059,W EISENHOWER WACKER DR ER,W,EISENHOWER WACKER DR,ER  ,  ,208,499
1060,W EISENHOWER WESTERN AV ER,W,EISENHOWER WESTERN AV,ER  ,  ,2430,2599
1061,W EISENHOWER WESTERN AV XR,W,EISENHOWER WESTERN AV,XR  ,  ,2424,2599
1062,N ELAINE PL,N,ELAINE,PL  ,  ,3400,3499
1063,N ELBRIDGE AVE,N,ELBRIDGE,AVE ,  ,3000,3099
1064,S ELEANOR ST,S,ELEANOR,ST  ,  ,2500,2899
1065,S ELIAS CT,S,ELIAS,CT  ,  ,2900,2999
1066,N ELIZABETH ST,N,ELIZABETH,ST  ,  ,1,933
1067,S ELIZABETH ST,S,ELIZABETH,ST  ,  ,4700,12299
1068,N ELK GROVE AVE,N,ELK GROVE,AVE ,  ,1400,1599
1069,W ELLEN ST,W,ELLEN,ST  ,  ,1714,1999
1070,S ELLIOTT AVE,S,ELLIOTT,AVE ,  ,8110,8199
1071,S ELLIS AVE,S,ELLIS,AVE ,  ,2600,13299
1072,S ELLSWORTH DR,S,ELLSWORTH,DR  ,  ,5100,5499
1073,E ELM ST,E,ELM,ST  ,  ,1,99
1074,W ELM ST,W,ELM,ST  ,  ,1,699
1075,W ELMDALE AVE,W,ELMDALE,AVE ,  ,1200,1599
1076,S ELSDON AVE,S,ELSDON,AVE ,  ,5400,5446
1077,N ELSTON AVE,N,ELSTON,AVE ,  ,825,6199
1078,S EMERALD AVE,S,EMERALD,AVE ,  ,1400,12999
1079,S EMERALD DR,S,EMERALD,DR  ,  ,6200,6499
1080,N EMMETT ST,N,EMMETT,ST  ,  ,2600,2699
1081,W ENGLEWOOD AVE,W,ENGLEWOOD,AVE ,  ,244,759
1082,E ERIE ST,E,ERIE,ST  ,  ,1,499
1083,W ERIE ST,W,ERIE,ST  ,  ,1,5999
1084,S ERIKSEN DR,S,ERIKSEN,DR  ,  ,3100,3199
1085,N ERNST CT,N,ERNST,CT  ,  ,856,999
1086,S ESCANABA AVE,S,ESCANABA,AVE ,  ,7810,13299
1087,S ESMOND ST,S,ESMOND,ST  ,  ,10920,11199
1088,S ESSEX AVE,S,ESSEX,AVE ,  ,7500,9399
1089,W ESTES AVE,W,ESTES,AVE ,  ,1300,7599
1090,S EUCLID PKWY,S,EUCLID,PKWY,  ,7400,7499
1091,W EUGENIE ST,W,EUGENIE,ST  ,  ,138,599
1092,S EVANS AVE,S,EVANS,AVE ,  ,3800,13499
1093,E EVANS CT,E,EVANS,CT  ,  ,100,121
1094,W EVELYN LN,W,EVELYN,LN  ,  ,8700,8799
1095,W EVERELL AVE,W,EVERELL,AVE ,  ,7200,7699
1096,S EVERETT AVE,S,EVERETT,AVE ,  ,5400,5599
1097,S EVERETT DR,S,EVERETT,DR  ,  ,5600,5699
1098,W EVERGREEN AVE,W,EVERGREEN,AVE ,  ,200,3599
1099,S EWING AVE,S,EWING,AVE ,  ,9200,12099
1100,S EXCHANGE AVE,S,EXCHANGE,AVE ,  ,7101,13299
1101,W EXCHANGE AVE,W,EXCHANGE,AVE ,  ,800,1199
1102,W FAIR PL,W,FAIR,PL  ,  ,700,799
1103,N FAIRBANKS CT,N,FAIRBANKS,CT  ,  ,528,799
1104,N FAIRFIELD AVE,N,FAIRFIELD,AVE ,  ,200,7431
1105,S FAIRFIELD AVE,S,FAIRFIELD,AVE ,  ,900,11499
1106,W FAIRHOPE AVE,W,FAIRHOPE,AVE ,  ,12214,12399
1107,N FAIRVIEW AVE,N,FAIRVIEW,AVE ,  ,5544,5670
1108,W FARGO AVE,W,FARGO,AVE ,  ,1300,7750
1109,W FARRAGUT AVE,W,FARRAGUT,AVE ,  ,1400,9899
1110,S FARRAGUT DR,S,FARRAGUT,DR  ,  ,7800,7899
1111,S FARRAR DR,S,FARRAR,DR  ,  ,1231,1899
1112,S FARRELL ST,S,FARRELL,ST  ,  ,2600,3099
1113,W FARWELL AVE,W,FARWELL,AVE ,  ,1100,7399
1114,S FEDERAL ST,S,FEDERAL,ST  ,  ,300,5499
1115,N FELTON CT,N,FELTON,CT  ,  ,1126,1199
1116,W FERDINAND ST,W,FERDINAND,ST  ,  ,1400,5499
1117,N FERN CT,N,FERN,CT  ,  ,1700,1799
1118,N FIELD BLVD,N,FIELD,BLVD,  ,150,312
1119,S FIELDING AVE,S,FIELDING,AVE ,  ,7700,7899
1120,W FIFTH AVE,W,FIFTH,AVE ,  ,2801,4998
1121,W FILLMORE ST,W,FILLMORE,ST  ,  ,1300,5999
1122,S FINANCIAL PL,S,FINANCIAL,PL  ,  ,300,999
1123,E FINSBURY CT,E,FINSBURY,CT  ,  ,343,368
1124,W FITCH AVE,W,FITCH,AVE ,  ,2400,7399
1125,W FLETCHER ST,W,FLETCHER,ST  ,  ,819,6999
1126,W FLOURNOY ST,W,FLOURNOY,ST  ,  ,1200,5599
1127,S FORD AVE,S,FORD,AVE ,  ,2200,2299
1128,W FORD CITY DR,W,FORD CITY,DR  ,  ,4001,4399
1129,S FORD CITY DR ER,S,FORD CITY DR,ER  ,  ,7632,7699
1130,W FORD CITY DR ER,W,FORD CITY DR,ER  ,  ,4000,4098
1131,S FORD CITY DR XR,S,FORD CITY DR,XR  ,  ,7601,7699
1132,W FORD CITY DR XR,W,FORD CITY DR,XR  ,  ,4000,4199
1133,E FOREMAN DR,E,FOREMAN,DR  ,  ,3730,3999
1134,S FOREST AVE,S,FOREST,AVE ,  ,9141,13599
1135,N FOREST GLEN AVE,N,FOREST GLEN,AVE ,  ,5270,6254
1136,W FOREST PRESERVE AVE,W,FOREST PRESERVE,AVE ,  ,6700,8899
1137,N FORESTVIEW AVE,N,FORESTVIEW,AVE ,  ,4420,4699
1138,S FORK CHICAGO RIVER,S,FORK CHICAGO RIVER,    ,  ,2615,3799
1139,S FORRESTVILLE AVE,S,FORRESTVILLE,AVE ,  ,4300,13299
1140,S FORT DEARBORN,S,FORT DEARBORN,    ,  ,2300,3059
1141,W FOSTER AVE,W,FOSTER,AVE ,  ,853,9999
1142,W FOSTER DR,W,FOSTER,DR  ,  ,600,852
1143,W FOSTER PL,W,FOSTER,PL  ,  ,7101,7199
1144,W FRANCIS PL,W,FRANCIS,PL  ,  ,2600,2799
1145,N FRANCISCO AVE,N,FRANCISCO,AVE ,  ,1,7599
1146,S FRANCISCO AVE,S,FRANCISCO,AVE ,  ,1,10299
1147,W FRANKLIN BLVD N,W,FRANKLIN,BLVD,N ,3028,3598
1148,W FRANKLIN BLVD S,W,FRANKLIN,BLVD,S ,3033,3599
1149,W FRANKLIN BLVD,W,FRANKLIN,BLVD,  ,3000,3631
1150,N FRANKLIN ST,N,FRANKLIN,ST  ,  ,1,931
1151,S FRANKLIN ST,S,FRANKLIN,ST  ,  ,1,599
1152,S FRANKLIN EXT STEVENSON OB ER,S,FRANKLIN EXT STEVENSON OB,ER  ,  ,2350,2437
1153,W FRANKLIN EXT STEVENSON OB ER,W,FRANKLIN EXT STEVENSON OB,ER  ,  ,200,349
1154,N FREMONT ST,N,FREMONT,ST  ,  ,1500,3999
1155,S FRONT AVE,S,FRONT,AVE ,  ,11300,12131
1156,S FRONTENAC AVE,S,FRONTENAC,AVE ,  ,6000,6029
1157,N FRONTIER AVE,N,FRONTIER,AVE ,  ,1140,1534
1158,W FRY ST,W,FRY,ST  ,  ,900,1599
1159,W FULLER ST,W,FULLER,ST  ,  ,1300,1599
1160,W FULLERTON AVE,W,FULLERTON,AVE ,  ,700,6633
1161,W FULLERTON DR,W,FULLERTON,DR  ,  ,30,299
1162,W FULLERTON PKWY,W,FULLERTON,PKWY,  ,300,699
1163,W FULTON BLVD,W,FULTON,BLVD,  ,3000,3599
1164,W FULTON DR,W,FULTON,DR  ,  ,3600,3613
1165,W FULTON ST,W,FULTON,ST  ,  ,500,5999
1166,W FULTON MARKET,W,FULTON MARKET,    ,  ,640,1299
1167,W GALE ST,W,GALE,ST  ,  ,5300,5499
1168,W GALEWOOD AVE,W,GALEWOOD,AVE ,  ,0,5429
1169,E GARFIELD BLVD,E,GARFIELD,BLVD,  ,1,499
1170,W GARFIELD BLVD,W,GARFIELD,BLVD,  ,1,2399
1171,W GARFIELD SQUARE DR,W,GARFIELD SQUARE,DR  ,  ,3600,3632
1172,N GARLAND CT,N,GARLAND,CT  ,  ,1,299
1173,N GARVEY CT,N,GARVEY,CT  ,  ,200,299
1174,N GENEVA TER,N,GENEVA,TER ,  ,2201,2699
1175,S GENOA AVE,S,GENOA,AVE ,  ,8700,9999
1176,W GEORGE ST,W,GEORGE,ST  ,  ,800,7199
1177,W GERMANIA PL,W,GERMANIA,PL  ,  ,100,139
1178,W GETTYSBURG ST,W,GETTYSBURG,ST  ,  ,5400,5599
1179,W GIDDINGS ST,W,GIDDINGS,ST  ,  ,2000,6399
1180,S GILBERT CT,S,GILBERT,CT  ,  ,8404,8499
1181,S GILES AVE,S,GILES,AVE ,  ,3100,3899
1182,S GIVINS CT,S,GIVINS,CT  ,  ,8500,8599
1183,W GLADYS AVE,W,GLADYS,AVE ,  ,700,5599
1184,W GLENLAKE AVE,W,GLENLAKE,AVE ,  ,900,7819
1185,S GLENROY AVE,S,GLENROY,AVE ,  ,10500,10859
1186,N GLENWOOD AVE,N,GLENWOOD,AVE ,  ,4900,7137
1187,E GOETHE ST,E,GOETHE,ST  ,  ,1,99
1188,W GOETHE ST,W,GOETHE,ST  ,  ,1,499
1189,S GOLE DR,S,GOLE,DR  ,  ,220,499
1190,W GOLE DR,W,GOLE,DR  ,  ,5700,5745
1191,W GOODMAN ST,W,GOODMAN,ST  ,  ,5600,5733
1192,W GORDON TER,W,GORDON,TER ,  ,631,999
1193,W GOVERNORS PKWY,W,GOVERNORS,PKWY,  ,3400,3599
1194,W GRACE ST,W,GRACE,ST  ,  ,600,8399
1195,S GRADY CT,S,GRADY,CT  ,  ,2800,2899
1196,E GRAND AVE,E,GRAND,AVE ,  ,1,999
1197,W GRAND AVE,W,GRAND,AVE ,  ,1,7199
1198,W GRANT PL,W,GRANT,PL  ,  ,400,599
1199,W GRANVILLE AVE,W,GRANVILLE,AVE ,  ,900,4399
1200,S GRATTEN AVE,S,GRATTEN,AVE ,  ,3000,3099
1201,N GREEN ST,N,GREEN,ST  ,  ,1,899
1202,S GREEN ST,S,GREEN,ST  ,  ,1,12935
1203,S GREEN BAY AVE,S,GREEN BAY,AVE ,  ,8300,13599
1204,W GREENLEAF AVE,W,GREENLEAF,AVE ,  ,1200,7399
1205,N GREENVIEW AVE,N,GREENVIEW,AVE ,  ,800,7699
1206,S GREENWOOD AVE,S,GREENWOOD,AVE ,  ,4200,13399
1207,W GREGORY ST,W,GREGORY,ST  ,  ,1400,8799
1208,W GRENSHAW ST,W,GRENSHAW,ST  ,  ,540,4599
1209,N GRESHAM AVE,N,GRESHAM,AVE ,  ,2900,3099
1210,S GROVE ST,S,GROVE,ST  ,  ,1600,2999
1211,E GROVELAND PARK,E,GROVELAND PARK,    ,  ,600,699
1212,W GROVER ST,W,GROVER,ST  ,  ,5620,5799
1213,S GULLIKSON RD,S,GULLIKSON,RD  ,  ,6200,6299
1214,W GUNNISON ST,W,GUNNISON,ST  ,  ,751,7198
1215,E HADDOCK PL,E,HADDOCK,PL  ,  ,1,99
1216,W HADDOCK PL,W,HADDOCK,PL  ,  ,100,299
1217,W HADDON AVE,W,HADDON,AVE ,  ,1500,5599
1218,W HAFT ST,W,HAFT,ST  ,  ,6342,6399
1219,W HAINES ST,W,HAINES,ST  ,  ,800,1099
1220,S HALE AVE,S,HALE,AVE ,  ,10220,11899
1221,S HALSTED PKWY E,S,HALSTED,PKWY,E ,6129,6141
1222,S HALSTED PKWY,S,HALSTED,PKWY,  ,6116,6599
1223,N HALSTED ST,N,HALSTED,ST  ,  ,1,3799
1224,S HALSTED ST,S,HALSTED,ST  ,  ,1,12999
1225,N HAMILTON AVE,N,HAMILTON,AVE ,  ,2200,7399
1226,S HAMILTON AVE,S,HAMILTON,AVE ,  ,200,10699
1227,S HAMLET AVE,S,HAMLET,AVE ,  ,11100,11238
1228,N HAMLIN AVE,N,HAMLIN,AVE ,  ,300,6399
1229,S HAMLIN AVE,S,HAMLIN,AVE ,  ,1400,11499
1230,N HAMLIN BLVD,N,HAMLIN,BLVD,  ,1,299
1231,S HAMLIN BLVD,S,HAMLIN,BLVD,  ,1,599
1232,N HAMPDEN CT,N,HAMPDEN,CT  ,  ,2600,2799
1233,W HANSON AVE,W,HANSON,AVE ,  ,0,5433
1234,S HARBOR AVE,S,HARBOR,AVE ,  ,9100,9399
1235,N HARBOR DR,N,HARBOR,DR  ,  ,150,225
1236,N HARDING AVE,N,HARDING,AVE ,  ,240,6299
1237,S HARDING AVE,S,HARDING,AVE ,  ,1200,11099
1238,N HARLEM AVE,N,HARLEM,AVE ,  ,1600,7598
1239,S HARLEM AVE,S,HARLEM,AVE ,  ,5300,6499
1240,S HARPER AVE,S,HARPER,AVE ,  ,5100,10499
1241,S HARPER CT,S,HARPER,CT  ,  ,5233,5245
1242,W HARRINGTON LN,W,HARRINGTON,LN  ,  ,4200,4299
1243,E HARRISON ST,E,HARRISON,ST  ,  ,1,99
1244,W HARRISON ST,W,HARRISON,ST  ,  ,1,5699
1245,N HART ST,N,HART,ST  ,  ,400,437
1246,N HARTLAND CT,N,HARTLAND,CT  ,  ,500,2799
1247,S HARTWELL AVE,S,HARTWELL,AVE ,  ,6614,6699
1248,S HARVARD AVE,S,HARVARD,AVE ,  ,6300,12699
1249,N HASKINS AVE,N,HASKINS,AVE ,  ,7716,7799
1250,W HASTINGS ST,W,HASTINGS,ST  ,  ,1200,2199
1251,N HAUL RD,N,HAUL,RD  ,  ,0,0
1252,W HAUL RD,W,HAUL,RD  ,  ,0,0
1253,N HAUSSEN CT,N,HAUSSEN,CT  ,  ,3000,3199
1254,W HAWTHORNE PL,W,HAWTHORNE,PL  ,  ,500,599
1255,W HAYES AVE,W,HAYES,AVE ,  ,6642,7099
1256,E HAYES DR,E,HAYES,DR  ,  ,1600,2159
1257,W HAYFORD ST,W,HAYFORD,ST  ,  ,3700,3999
1258,S HAYNES CT,S,HAYNES,CT  ,  ,2900,3099
1259,N HAZEL ST,N,HAZEL,ST  ,  ,4200,4599
1260,S HEATH AVE,S,HEATH,AVE ,  ,1300,1399
1261,W HENDERSON ST,W,HENDERSON,ST  ,  ,1200,7046
1262,N HENKE PL,N,HENKE,PL  ,  ,6848,6951
1263,W HENRY CT,W,HENRY,CT  ,  ,2700,2799
1264,W HERMIONE ST,W,HERMIONE,ST  ,  ,6326,6399
1265,N HERMITAGE AVE,N,HERMITAGE,AVE ,  ,35,7752
1266,S HERMITAGE AVE,S,HERMITAGE,AVE ,  ,600,9099
1267,S HERMOSA AVE,S,HERMOSA,AVE ,  ,10827,11499
1268,N HIAWATHA AVE,N,HIAWATHA,AVE ,  ,6016,7150
1269,N HICKORY AVE,N,HICKORY,AVE ,  ,1004,1399
1270,W HIGGINS AVE,W,HIGGINS,AVE ,  ,5400,7845
1271,W HIGGINS RD,W,HIGGINS,RD  ,  ,7846,10709
1272,W HIGH BRIDGE LN,W,HIGH BRIDGE,LN  ,  ,4230,4299
1273,W HIGHLAND AVE,W,HIGHLAND,AVE ,  ,1400,7299
1274,W HILL ST,W,HILL,ST  ,  ,144,399
1275,S HILLOCK AVE,S,HILLOCK,AVE ,  ,2500,2999
1276,N HINSDALE RD,N,HINSDALE,RD  ,  ,6840,7015
1277,W HIRSCH ST,W,HIRSCH,ST  ,  ,2200,5999
1278,W HOBART AVE,W,HOBART,AVE ,  ,6452,6999
1279,W HOBBIE ST,W,HOBBIE,ST  ,  ,500,699
1280,N HOBSON AVE,N,HOBSON,AVE ,  ,2048,2099
1281,S HOEY ST,S,HOEY,ST  ,  ,2700,2729
1282,W HOLBROOK ST,W,HOLBROOK,ST  ,  ,6200,6399
1283,N HOLDEN CT,N,HOLDEN,CT  ,  ,1,99
1284,S HOLDEN CT,S,HOLDEN,CT  ,  ,500,8999
1285,S HOLLAND RD,S,HOLLAND,RD  ,  ,8300,9099
1286,S HOLLETT DR,S,HOLLETT,DR  ,  ,6800,7031
1287,N HOLLY AVE,N,HOLLY,AVE ,  ,2000,2099
1288,W HOLLYWOOD AVE,W,HOLLYWOOD,AVE ,  ,900,4499
1289,N HOMAN AVE,N,HOMAN,AVE ,  ,200,1599
1290,S HOMAN AVE,S,HOMAN,AVE ,  ,1,11698
1291,N HOMAN BLVD,N,HOMAN,BLVD,  ,1,199
1292,W HOMER ST,W,HOMER,ST  ,  ,1528,5731
1293,S HOMEWOOD AVE,S,HOMEWOOD,AVE ,  ,10930,11505
1294,N HONORE ST,N,HONORE,ST  ,  ,900,7399
1295,S HONORE ST,S,HONORE,ST  ,  ,100,8899
1296,W HOOD AVE,W,HOOD,AVE ,  ,1200,7799
1297,N HOOKER ST,N,HOOKER,ST  ,  ,932,1504
1298,W HOPKINS PL,W,HOPKINS,PL  ,  ,2000,2139
1299,W HORTENSE AVE,W,HORTENSE,AVE ,  ,7400,7799
1300,S HOUSTON AVE,S,HOUSTON,AVE ,  ,8000,13499
1301,W HOWARD ST,W,HOWARD,ST  ,  ,1300,7799
1302,N HOWE ST,N,HOWE,ST  ,  ,900,2099
1303,W HOWLAND AVE,W,HOWLAND,AVE ,  ,2100,2199
1304,S HOXIE AVE,S,HOXIE,AVE ,  ,3600,13759
1305,N HOYNE AVE,N,HOYNE,AVE ,  ,1,7599
1306,S HOYNE AVE,S,HOYNE,AVE ,  ,1,11160
1307,S HOYT AVE,S,HOYT,AVE ,  ,3228,3299
1308,E HUBBARD ST,E,HUBBARD,ST  ,  ,1,121
1309,W HUBBARD ST,W,HUBBARD,ST  ,  ,1,4999
1310,E HUBBARD LOWER ST,E,HUBBARD LOWER,ST  ,  ,122,259
1311,N HUDSON AVE,N,HUDSON,AVE ,  ,658,3199
1312,N HUMBOLDT BLVD E,N,HUMBOLDT,BLVD,E ,1601,2135
1313,N HUMBOLDT BLVD W,N,HUMBOLDT,BLVD,W ,1600,2198
1314,N HUMBOLDT BLVD,N,HUMBOLDT,BLVD,  ,1600,2199
1315,N HUMBOLDT DR,N,HUMBOLDT,DR  ,  ,1000,2198
1316,W HUNT AVE,W,HUNT,AVE ,  ,2000,2099
1317,W HUNTINGTON ST,W,HUNTINGTON,ST  ,  ,6100,6399
1318,W HURLBUT ST,W,HURLBUT,ST  ,  ,6500,6999
1319,E HURON ST,E,HURON,ST  ,  ,1,499
1320,W HURON ST,W,HURON,ST  ,  ,1,5999
1321,W HUTCHINSON ST,W,HUTCHINSON,ST  ,  ,640,5599
1322,W HYACINTH ST,W,HYACINTH,ST  ,  ,6230,6399
1323,E HYDE PARK BLVD,E,HYDE PARK,BLVD,  ,800,1699
1324,S HYDE PARK BLVD,S,HYDE PARK,BLVD,  ,5100,5599
1325,S HYDE PARK DR,S,HYDE PARK,DR  ,  ,5600,5699
1326,W I190 EXPY IB,W,I190,EXPY,IB,0,0
1327,W I190 EXPY OB,W,I190,EXPY,OB,0,0
1328,S I55 CICERO AV ER,S,I55 CICERO AV,ER  ,  ,4500,4899
1329,S I55 CICERO AV XR,S,I55 CICERO AV,XR  ,  ,4500,4899
1330,S I55 DAMEN AV XR,S,I55 DAMEN AV,XR  ,  ,2000,2299
1331,S I55 DAMEN ST ER,S,I55 DAMEN ST,ER  ,  ,1800,1999
1332,W I55 KEDZIE AV ER,W,I55 KEDZIE AV,ER  ,  ,2800,3199
1333,W I55 KEDZIE AV XR,W,I55 KEDZIE AV,XR  ,  ,2800,3199
1334,W I55 PULASKI RD ER,W,I55 PULASKI RD,ER  ,  ,3700,4499
1335,W I55 PULASKI RD XR,W,I55 PULASKI RD,XR  ,  ,3725,4399
1336,S I57 EXPY IB,S,I57,EXPY,IB,9900,11899
1337,S I57 EXPY OB,S,I57,EXPY,OB,9900,11899
1338,W I57 EXPY IB,W,I57,EXPY,IB,200,5509
1339,W I57 EXPY OB,W,I57,EXPY,OB,200,5513
1340,S I57 111TH ST ER,S,I57 111TH ST,ER  ,  ,10932,11099
1341,S I57 111TH ST XR,S,I57 111TH ST,XR  ,  ,10850,11499
1342,S I57 112TH ST ER,S,I57 112TH ST,ER  ,  ,11252,11499
1343,S I57 119TH ST ER,S,I57 119TH ST,ER  ,  ,2014,11899
1344,E I57 BISHOP FORD EXPY XR,E,I57 BISHOP FORD EXPY,XR  ,  ,1,99
1345,W I57 BISHOP FORD EXPY XR,W,I57 BISHOP FORD EXPY,XR  ,  ,1,299
1346,E I57 EXPY XR,E,I57 EXPY,XR  ,  ,1,399
1347,S I57 FORD 119TH ST XR,S,I57 FORD 119TH ST,XR  ,  ,11534,11699
1348,W I57 HALSTED ST ER,W,I57 HALSTED ST,ER  ,  ,600,1099
1349,W I57 HALSTED ST XR,W,I57 HALSTED ST,XR  ,  ,532,999
1350,S IB DAN RYAN SR,S,IB DAN RYAN,SR  ,  ,2912,3041
1351,W IB EISENHOWER OB DAN RYAN ER,W,IB EISENHOWER OB DAN RYAN,ER  ,  ,800,819
1352,W IB NORTHWEST TOLL,W,IB NORTHWEST,TOLL,  ,8800,9199
1353,W IBSEN ST,W,IBSEN,ST  ,  ,7200,7699
1354,E ILLINOIS ST,E,ILLINOIS,ST  ,  ,1,599
1355,W ILLINOIS ST,W,ILLINOIS,ST  ,  ,1,399
1356,E ILLINOIS LOWER ST,E,ILLINOIS LOWER,ST  ,  ,136,229
1357,W IMLAY ST,W,IMLAY,ST  ,  ,6500,7099
1358,S INDEPENDENCE BLVD,S,INDEPENDENCE,BLVD,  ,600,1417
1359,S INDEPENDENCE SQ,S,INDEPENDENCE,SQ  ,  ,1346,1399
1360,N INDIAN RD,N,INDIAN,RD  ,  ,5700,6399
1361,S INDIANA AVE,S,INDIANA,AVE ,  ,1200,13799
1362,S INDIANA PKWY,S,INDIANA,PKWY,  ,1300,1399
1363,S INDIANAPOLIS AVE,S,INDIANAPOLIS,AVE ,  ,10000,10599
1364,S INGLESIDE AVE,S,INGLESIDE,AVE ,  ,4700,13199
1365,W INSTITUTE PL,W,INSTITUTE,PL  ,  ,200,399
1366,N IONIA AVE,N,IONIA,AVE ,  ,6000,7199
1367,W IOWA ST,W,IOWA,ST  ,  ,516,5999
1368,N IRENE AVE,N,IRENE,AVE ,  ,3200,3299
1369,S IRON ST,S,IRON,ST  ,  ,3300,3899
1370,S IRVING AVE,S,IRVING,AVE ,  ,3900,3999
1371,W IRVING PARK DR,W,IRVING PARK,DR  ,  ,500,599
1372,W IRVING PARK RD,W,IRVING PARK,RD  ,  ,600,12399
1373,W ISHAM AVE,W,ISHAM,AVE ,  ,7400,7699
1374,E JACKSON BLVD,E,JACKSON,BLVD,  ,1,99
1375,W JACKSON BLVD,W,JACKSON,BLVD,  ,1,5999
1376,E JACKSON DR,E,JACKSON,DR  ,  ,100,399
1377,W JAMES ST,W,JAMES,ST  ,  ,2000,2199
1378,W JAMES M ROCHFORD ST,W,JAMES M ROCHFORD,ST  ,  ,700,799
