street_type,PKY,PKWY,direct
street_type,CRT,CT,direct
street_type,LANE,LN,direct
street_type,street,STREET,direct
street_type,DR.,DR,direct
street_type,PKWAY,PKWY,direct
street_type,AE,AVENUE,direct
street_type,DRIV,DR,direct
street_name,ABOTT,ABBOTT,direct
street_type,PRK,PARK,direct
street_type,PL.,PL,direct
street_type,CT.,CT,direct
street_type,PRKW,PKWY,direct
street_type,BL,BOULEVARD,direct
street_type,BLV,BOULEVARD,direct
street_type,HY,HWY,direct
street_type,VE,AVENUE,direct
street_type,HIGHWAY,HWY,direct
street_type,DRV,DR,direct
street_name,ABARDEEN,ABERDEEN,direct
street_name,ABBEDEEN,ABERDEEN,direct
street_type,STR,STREET,direct
street_type,AVE.,AVENUE,direct
street_type,TERR,TER,direct
street_type,PW,PKWY,direct
street_type,TERRACE,TER,direct
street_type,ST.,STREET,direct
street_name,ABDEREEN,ABERDEEN,direct
street_type,BV,BOULEVARD,direct
street_name,ABEDEEM,ABERDEEN,direct
street_type,COURT,CT,direct
street_name,ABEERDEN,ABERDEEN,direct
street_type,PARKWAY,PKWY,direct
street_type,DRIVE,DR,direct
street_name,ABENDEEN,ABERDEEN,direct
street_type,RD,ROAD,direct
street_type,BLVD,BOULEVARD,direct
street_type,PLACE,PL,direct
street_type,AV,AVENUE,direct
street_type,AVE,AVENUE,direct
street_type,ST,STREET,direct
street_type,BLVD.,BOULEVARD,direct
street_type,ST,STREET,direct
street_type,AVE,AVENUE,direct
street_type,AV,AVENUE,direct
street_type,RD,ROAD,direct
street_type,DRIVE,DR,direct
street_type,PARKWAY,PKWY,direct
street_type,BLVD.,BOULEVARD,direct
street_type,COURT,CT,direct
street_type,TERRACE,TER,direct
street_type,ST.,STREET,direct
street_type,BLVD,BOULEVARD,direct
street_type,TERR,TER,direct
street_type,AVE.,AVENUE,direct
street_type,STR,STREET,direct
street_type,BV,BOULEVARD,direct
street_type,PW,PKWY,direct
street_type,DRV,DR,direct
street_type,VE,AVENUE,direct
street_type,BLV,BOULEVARD,direct
street_type,PRKW,PKWY,direct
street_type,BL,BOULEVARD,direct
street_type,CT.,CT,direct
street_type,DRIV,DR,direct
street_type,AVENU,AVENUE,direct
street_type,PL.,PL,direct
street_type,BLD,BOULEVARD,direct
street_type,PKWAY,PKWY,direct
street_type,street,STREET,direct
street_name,ABERBEEN,ABERDEEN,direct
street_name,ABERDDEEN,ABERDEEN,direct
street_name,ABERDDEN,ABERDEEN,direct
street_name,ABERDE,ABERDEEN,direct
street_name,ABERDEAN,ABERDEEN,direct
street_name,ABERDEE,ABERDEEN,direct
street_name,ABERDEEB,ABERDEEN,direct
street_name,ABERDEEEM,ABERDEEN,direct
street_name,ABERDEEM,ABERDEEN,direct
street_name,ABERDEEN SGT,ABERDEEN,direct
street_name,ABERDEENA,ABERDEEN,direct
street_name,ABERDEN,ABERDEEN,direct
street_name,ABERDENDEEN,ABERDEEN,direct
street_name,ABERDENE,ABERDEEN,direct
street_name,ABERDENN,ABERDEEN,direct
street_name,ABERDER,ABERDEEN,direct
street_name,ABERDERN,ABERDEEN,direct
street_name,ABERDN,ABERDEEN,direct
street_name,ABEREE,ABERDEEN,direct
street_name,ABREDEEN,ABERDEEN,direct
street_name,ADBDEEN,ABERDEEN,direct
street_name,ADERDEEN,ABERDEEN,direct
street_name,BERDEEN,ABERDEEN,direct
street_name,EBERDEEN,ABERDEEN,direct
street_name,AADMS,ADAMS,direct
street_name,ADADAMS,ADAMS,direct
street_name,ADAM,ADAMS,direct
street_name,ADAMA,ADAMS,direct
street_name,ADAMD,ADAMS,direct
street_name,ADANS,ADAMS,direct
street_name,ADASM,ADAMS,direct
street_name,ADMAS,ADAMS,direct
street_name,AEAMS,ADAMS,direct
street_name,DAAMS,ADAMS,direct
street_name,DDAMS,ADAMS,direct
street_name,LDAMS,ADAMS,direct
street_name,ADDDIOSN,ADDISON,direct
street_name,ADDDISN,ADDISON,direct
street_name,ADDIAON,ADDISON,direct
street_name,ADDIDON,ADDISON,direct
street_name,ADDIIOSN,ADDISON,direct
street_name,ADDIOIN,ADDISON,direct
street_name,ADDIOISN,ADDISON,direct
street_name,ADDIONS,ADDISON,direct
street_name,ADDIOSDN,ADDISON,direct
street_name,ADDIOSIN,ADDISON,direct
street_name,ADDIOSN,ADDISON,direct
street_name,ADDIOSNA,ADDISON,direct
street_name,ADDIOSNI,ADDISON,direct
street_name,ADDISDO,ADDISON,direct
street_name,ADDISDONA,ADDISON,direct
street_name,ADDISIOIN,ADDISON,direct
street_name,ADDISION,ADDISON,direct
street_name,ADDISNO,ADDISON,direct
street_name,ADDISOI,ADDISON,direct
street_name,ADDISOINI,ADDISON,direct
street_name,ADDISOJ,ADDISON,direct
street_name,ADDISONAD,ADDISON,direct
street_name,ADDISONI,ADDISON,direct
street_name,ADDISSO,ADDISON,direct
street_name,ADDKSON,ADDISON,direct
street_name,ADDSIODN,ADDISON,direct
street_name,ADDSION,ADDISON,direct
street_name,ADDSIONA,ADDISON,direct
street_name,ADDSOIN,ADDISON,direct
street_name,DDISONI,ADDISON,direct
street_name,ADMINSTRAITION,ADMINISTRATION,direct
street_name,AFGARITE,AGATITE,direct
street_name,AGAGITE,AGATITE,direct
street_name,AGAITTE,AGATITE,direct
street_name,AGATATE,AGATITE,direct
street_name,AGATIRE,AGATITE,direct
street_name,AGATITEA,AGATITE,direct
street_name,AGATOTE,AGATITE,direct
street_name,AGATTIE,AGATITE,direct
street_name,AGITITE,AGATITE,direct
street_name,AINALSIE,AINSLIE,direct
street_name,AINISLE,AINSLIE,direct
street_name,AINISLIE,AINSLIE,direct
street_name,AINLSIE,AINSLIE,direct
street_name,AINSIEL,AINSLIE,direct
street_name,AINSILE,AINSLIE,direct
street_name,AINSILEA,AINSLIE,direct
street_name,AINSINE,AINSLIE,direct
street_name,AINSLE,AINSLIE,direct
street_name,AINSLEE,AINSLIE,direct
