raw_addr,unit,dir,street_name,suffix,scrap
0000 S MORGAN,0000,S,MORGAN,,
00069 E 53ST,00069,E,53ST,,
000 N LOPEZ,000,N,LOPEZ,,
000 W ARAUJO,000,W,ARAUJO,,
00185 N MOHAWK,00185,N,MOHAWK,,
003  DISTRICT,003,,DISTRICT,,
005 W GRACE,005,W,GRACE,,
007TH  DISTRICT SOUTH PARKING LOT,,,,,007TH DISTRICT SOUTH PARKING LOT
00900 W BRYN MAWR,00900,W,BRYN MAWR,,
00 N 00,00,N,00,,
00  SHERIDAN,00,,SHERIDAN,,
01152 N MILWAUKEE,01152,N,MILWAUKEE,,
012 N ORLEANS,012,N,ORLEANS,,
01640 N LAWNDALE,01640,N,LAWNDALE,,
016 W 71ST,016,W,71ST,,
01725 W CENTRAL PARK,01725,W,CENTRAL PARK,,
01739 N CENTRAL,01739,N,CENTRAL,,
01900 S HARDING,01900,S,HARDING,,
01 E CHICAGO,01,E,,,CHICAGO
01 N LASALLE,01,N,LASALLE,,
01 N LASALLE ST,01,N,LASALLE,ST,
01 S ABERDEEN,01,S,ABERDEEN,,
01 S LOTUS,01,S,LOTUS,,
01 W BUCKINGHAM,01,W,BUCKINGHAM,,
02153 N MULLLIGAN,02153,N,MULLLIGAN,,
02338 N CLARK,02338,N,CLARK,,
02 N FRANKLIN,02,N,FRANKLIN,,
02 N LONG,02,N,LONG,,
02 W ELM,02,W,ELM,,
02 W ERIE,02,W,ERIE,,
02 W SUPERIOR,02,W,SUPERIOR,,
030 W ADDISON,030,W,ADDISON,,
0320 E ERIE,0320,E,ERIE,,
03521 N NATCHEZ,03521,N,NATCHEZ,,
03957 W FULLERTON,03957,W,FULLERTON,,
03 E 9TH ST,03,E,9TH,ST,
03 E GRAND,03,E,GRAND,,
03 W MADISON,03,W,MADISON,,
04042 W LAWRENCE,04042,W,LAWRENCE,,
04327 W 26 STREET,04327,W,26,STREET,
04630 N CENTRAL PARK,04630,N,CENTRAL PARK,,
04942 N SHERIDAN,04942,N,SHERIDAN,,
04958 W SCHOOL,04958,W,SCHOOL,,
04 N TALMAN,04,N,TALMAN,,
04 S FRANKLIN,04,S,FRANKLIN,,
04 W VAN BUREN,04,W,VAN BUREN,,
05646 N MASON,05646,N,MASON,,
05670 N ELSTON,05670,N,ELSTON,,
05 N CANAL,05,N,CANAL,,
05 N KARLOV,05,N,KARLOV,,
05 W PEARSON,05,W,PEARSON,,
06 E BELLBIEW,06,E,BELLBIEW,,
06 E MONROE,06,E,MONROE,,
06  MONROE,06,,MONROE,,
06 S CLARK,06,S,CLARK,,
0750 E 76TH STREET,0750,E,76TH,STREET,
07 W LAKE ST,07,W,LAKE,ST,
07 W MADISON,07,W,MADISON,,
08 E CHESTNUT,08,E,CHESTNUT,,
08 E VAN BUREN,08,E,VAN BUREN,,
08 W 16 STREET,08,W,16,STREET,
08 W LAKE,08,W,LAKE,,
08 W WABASH,08,W,WABASH,,
09 E GOETHE,09,E,GOETHE,,
09 E JACKSON,09,E,JACKSON,,
09 E SUPERIOR,09,E,SUPERIOR,,
09  MONROE,09,,MONROE,,
09 S CLARK,09,S,CLARK,,
09 W KINZIE,09,W,KINZIE,,
09 W WASHINGTON,09,W,WASHINGTON,,
0 E HOMAN,0,E,HOMAN,,
0 N BATES,0,N,BATES,,
0 N BELL,0,N,BELL,,
0 S GIANFRANCISCO,0,S,GIANFRANCISCO,,
0 W HUNT,0,W,HUNT,,
0 W MURRY,0,W,MURRY,,
10000 E O'HARE,10000,E,O'HARE,,
10000 N DAYTON,10000,N,DAYTON,,
10000 N OHARE,10000,N,OHARE,,
10000 N O'HARE,10000,N,O'HARE,,
10000  OHARE,10000,,OHARE,,
10000  O'HARE,10000,,O'HARE,,
10000  OHARE CUHA,10000,,OHARE CUHA,,
10000  OHARE CVHA LOT,10000,,OHARE CVHA LOT,,
10000  OHARE UT5,10000,,OHARE,,UT5
10000 S CALHOUN,10000,S,CALHOUN,,
10000 S YATES,10000,S,YATES,,
10000 W BELMONT AVE,10000,W,BELMONT,AVE,
10000 W OAHRE,10000,W,OAHRE,,
10000 W OHAFRE,10000,W,OHAFRE,,
10000 W OHARE,10000,W,OHARE,,
10000 W .OHARE,10000,W,OHARE,,
10000 W O HARE,10000,W,O HARE,,
10000 W O'HARE,10000,W,O'HARE,,
10000 W OHARE 5 LEVEL,10000,W,OHARE,,5 LEVEL
10000 W OHARE AIRPORT,10000,W,OHARE AIRPORT,,
10000 W OHARE - AIRPORT,10000,W,OHARE AIRPORT,,
10000 W OHARE-AIRPORT,10000,W,OHARE-AIRPORT,,
10000 W OHARE- AIRPORT,10000,W,OHARE- AIRPORT,,
10000 W OHARE B-LOT,10000,W,OHARE B-LOT,,
10000 W OHARE C LOT,10000,W,OHARE C LOT,,
10000 W OHARE COMROY,10000,W,OHARE COMROY,,
10000 W OHARE CUHA,10000,W,OHARE CUHA,,
10000 W OHARE CV HA LOT,10000,W,OHARE,CV,HA LOT
10000 W OHARE D-LOT,10000,W,OHARE D-LOT,,
10000 W OHARE ELOT,10000,W,OHARE ELOT,,
10000 W OHARE E LOT,10000,W,OHARE,,E LOT
10000 W OHARE F LOT,10000,W,OHARE F LOT,,
10000 W OHARE LEVEL 1,10000,W,OHARE,,LEVEL 1
10000 W OHARE LEVEL 3,10000,W,OHARE,,LEVEL 3
10000 W OHARE LEVEL 6,10000,W,OHARE,,LEVEL 6
10000 W .OHARE LEVEL N,10000,W,OHARE LEVEL,,N
10000 W OHARE LOT A,10000,W,OHARE LOT,,A
10000 W OHARE LT1,10000,W,OHARE,,LT1
10000 W OHARE LT2,10000,W,OHARE,,LT2
10000 W O'HARE LT3,10000,W,O'HARE,,LT3
10000 W OHARE LT5,10000,W,OHARE,,LT5
10000 W OHARE PKG,10000,W,OHARE PKG,,
10000 W OHARE PKG C,10000,W,OHARE PKG C,,
10000 W O'HARE PKGE,10000,W,O'HARE PKGE,,
10000 W OHARE PKGE,10000,W,OHARE PKGE,,
10000 W OHARE PKGG,10000,W,OHARE PKGG,,
10000 W OHARE PKG LOT,10000,W,OHARE PKG LOT,,
10000 W OHARE PKG MAIN,10000,W,OHARE PKG MAIN,,
10000 W OHARE T3H,10000,W,OHARE,,T3H
10000 W OHARE T 5 LEVEL,10000,W,OHARE T,,5 LEVEL
10000 W OHARE TERM,10000,W,OHARE TERM,,
10000 W OHARE (TERMINAL 5,10000,W,OHARE (TERMINAL,,5
10000 W OHARE UT,10000,W,OHARE,UT,
10000 W OHARE UT5,10000,W,OHARE,,UT5
10000 W OIHARE T5,10000,W,OIHARE,,T5
10000 W W OHARE UT,10000,W,W OHARE,UT,
10001 S EMERALD,10001,S,EMERALD,,
10001 S WOODLAWN,10001,S,WOODLAWN,,
1000  CATALPA,1000,,CATALPA,,
1000 E 52ND ST,1000,E,52ND,ST,
1000 E 53RD STREET,1000,E,53RD,STREET,
1000 E 54TH ST,1000,E,54TH,ST,
1000 E 56TH ST,1000,E,56TH,ST,
1000 E 71ST,1000,E,71ST,,
1000 E 83RD ST,1000,E,83RD,ST,
1000 E EIGHTY FIRST STREE,1000,E,EIGHTY FIRST STREE,,
1000 E HYDE PARK BLVD,1000,E,HYDE PARK,BLVD,
1000 E MIDWAY PLAISANCE,1000,E,MIDWAY PLAISANCE,,
1000  GRANVILLE,1000,,GRANVILLE,,
1000 N ARMITAGE,1000,N,ARMITAGE,,
1000 N CAMPBELL,1000,N,CAMPBELL,,
1000 N CROSBY,1000,N,CROSBY,,
1000 N DEARBORN,1000,N,DEARBORN,,
1000 N HALSTED ST,1000,N,HALSTED,ST,
1000 N LAKE SHORE DR,1000,N,LAKE SHORE,DR,
1000 N LAKESHORE DR,1000,N,LAKESHORE,DR,
1000 N LARAMIE,1000,N,LARAMIE,,
1000 N LARRABEE,1000,N,LARRABEE,,
1000 N LEAMINGTON,1000,N,LEAMINGTON,,
1000 N LOCKWOOD,1000,N,LOCKWOOD,,
1000 N ORLEANS,1000,N,ORLEANS,,
1000 N ORLEANS ST,1000,N,ORLEANS,ST,
1000 N PAULINA,1000,N,PAULINA,,
1000 N RUSH,1000,N,RUSH,,
1000  OHARE,1000,,OHARE,,
1000  O'HARE,1000,,O'HARE,,
1000 S CALIFORNIA,1000,S,CALIFORNIA,,
1000 S HERMITAGE,1000,S,HERMITAGE,,
1000 S LAFLIN ST,1000,S,LAFLIN,ST,
1000 S MAYFIELD,1000,S,MAYFIELD,,
1000 S NORMAL',1000,S,NORMAL',,
1000 S STATE,1000,S,STATE,,
1000 S WABASH,1000,S,WABASH,,
1000 S WESTERN,1000,S,WESTERN,,
1000 W 38TH PL,1000,W,38TH,PL,
1000 W 67TH ST,1000,W,67TH,ST,
1000 W ADAMS STREET,1000,W,ADAMS,STREET,
1000 W ALBION,1000,W,ALBION,,
1000 W ARGYLE,1000,W,ARGYLE,,
1000 W ARMITAGE,1000,W,ARMITAGE,,
1000 W AUGUSTA,1000,W,AUGUSTA,,
1000 W BELMONT AVE,1000,W,BELMONT,AVE,
1000 W CORNELIA,1000,W,CORNELIA,,
1000 W DIVERSEY,1000,W,DIVERSEY,,
1000 W FULLERTON,1000,W,FULLERTON,,
1000 W GEORGE ST,1000,W,GEORGE,ST,
1000 W GRANVILLE,1000,W,GRANVILLE,,
1000 W LASALLE,1000,W,LASALLE,,
1000 W LOYOLA,1000,W,LOYOLA,,
1000 W MADISON,1000,W,MADISON,,
1000 W MONROE,1000,W,MONROE,,
1000 W NORTH,1000,W,NORTH,,
1000 W NORTH AVE,1000,W,NORTH,AVE,
1000 W OHARE,1000,W,OHARE,,
1000 W O'HARE,1000,W,O'HARE,,
1000 W OHARE AIRPORT,1000,W,OHARE AIRPORT,,
1000 W OHARE C-LOT,1000,W,OHARE C-LOT,,
1000 W ORLEANS,1000,W,ORLEANS,,
1000 W ROSEMONT,1000,W,ROSEMONT,,
1000 W SHERIDAN,1000,W,SHERIDAN,,
1000 W WINONA,1000,W,WINONA,,
10011 S WALDEN PKWY,10011,S,WALDEN,PKWY,
10013 S YALE,10013,S,YALE,,
10015 S WALLACE,10015,S,WALLACE,,
10017 S GREEN,10017,S,GREEN,,
1001 E 53RD ST,1001,E,53RD,ST,
1001 E 54TH,1001,E,54TH,,
1001 E 56TH ST,1001,E,56TH,ST,
1001 E 57TH ST,1001,E,57TH,ST,
1001 N ADAMS,1001,N,ADAMS,,
1001 N CAMPBELL,1001,N,CAMPBELL,,
1001 N CLARK,1001,N,CLARK,,
1001 N CROSBY,1001,N,CROSBY,,
1001 N KARLOV,1001,N,KARLOV,,
1001 N KEYSTONE,1001,N,KEYSTONE,,
1001 N LARRABEE,1001,N,LARRABEE,,
1001 N LASALLE,1001,N,LASALLE,,
1001 N LEAMINGTON,1001,N,LEAMINGTON,,
1001 N MONITOR,1001,N,MONITOR,,
1001 N PAULINA,1001,N,PAULINA,,
1001 N RUSH,1001,N,RUSH,,
1001 N WELLS,1001,N,WELLS,,
1001 N WINCHESTER,1001,N,WINCHESTER,,
1001 S CLAREMONT,1001,S,CLAREMONT,,
1001 S CLINTON,1001,S,CLINTON,,
1001 S HERMITAGE,1001,S,HERMITAGE,,
1001 S MAY,1001,S,MAY,,
1001 S PAULINA,1001,S,PAULINA,,
1001 S WABASH,1001,S,WABASH,,
1001 S -WABASH,1001,S,WABASH,,
1001 W 102NDST,1001,W,102NDST,,
1001 W 48TH,1001,W,48TH,,
1001 W ADAMS,1001,W,ADAMS,,
1001 W AINSLIE,1001,W,AINSLIE,,
1001 W ARDMORE,1001,W,ARDMORE,,
1001 W ARGYLE,1001,W,ARGYLE,,
1001 W BELMONT AVE,1001,W,BELMONT,AVE,
1001 W BERWYN,1001,W,BERWYN,,
1001 W BYRON,1001,W,BYRON,,
1001 W CATALPA,1001,W,CATALPA,,
1001 W FULLERTON AVE,1001,W,FULLERTON,AVE,
1001 W LELAND,1001,W,LELAND,,
1001 W MADISON,1001,W,MADISON,,
1001 W ROSEMONT,1001,W,ROSEMONT,,
1001 W SCHOOL,1001,W,SCHOOL,,
1001 W WILSON,1001,W,WILSON,,
1001 W WISCONSIN,1001,W,WISCONSIN,,
1001 W WOLFRAM,1001,W,WOLFRAM,,
10024 S ABERDEEN,10024,S,ABERDEEN,,
10025 S EXCHANGE,10025,S,EXCHANGE,,
10026 S EBERHART,10026,S,EBERHART,,
10026 S MALTA,10026,S,MALTA,,
10027 S ARTESIAN,10027,S,ARTESIAN,,
1002 E WABASH,1002,E,WABASH,,
1002 N HERMITAGE,1002,N,HERMITAGE,,
1002 N KEYSTONE,1002,N,KEYSTONE,,
1002 N RUSH,1002,N,RUSH,,
1002 N SPRINGFIELD,1002,N,SPRINGFIELD,,
1002 N WELLS,1002,N,WELLS,,
1002 S PAULINA,1002,S,PAULINA,,
1002 S STATE,1002,S,STATE,,
1002 W ADDISON,1002,W,ADDISON,,
1002 W ARGYLE,1002,W,ARGYLE,,
1002 W ARMITAGE,1002,W,ARMITAGE,,
1002 W BARRY,1002,W,BARRY,,
1002 W BELMONT AVE,1002,W,BELMONT,AVE,
1002 W BYRON,1002,W,BYRON,,
1002 W CULLERTON,1002,W,CULLERTON,,
1002 W DIVERSEY,1002,W,DIVERSEY,,
1002 W DIVERSEY PARKWAY,1002,W,DIVERSEY,PARKWAY,
1002 W GEORGE,1002,W,GEORGE,,
1002 W JACKSON BOULEVARD,1002,W,JACKSON,BOULEVARD,
1002 W LELAND,1002,W,LELAND,,
1002 W MADISON,1002,W,MADISON,,
1002 W MADISON ST,1002,W,MADISON,ST,
1002 W WEED,1002,W,WEED,,
1002 W WINONA,1002,W,WINONA,,
10030 S MORGAN,10030,S,MORGAN,,
10032 S PRINCETON,10032,S,PRINCETON,,
10036  LASALLE,10036,,LASALLE,,
10036 S BENSLEY,10036,S,BENSLEY,,
10036 S LAFAYETTE,10036,S,LAFAYETTE,,
10038 S UNION,10038,S,UNION,,
10039 S WESTERN,10039,S,WESTERN,,
1003 N ASHLAND,1003,N,ASHLAND,,
1003 N CLARK,1003,N,CLARK,,
1003 N ORLEANS,1003,N,ORLEANS,,
1003 N RUSH,1003,N,RUSH,,
1003 N STATE,1003,N,STATE,,
1003 S HERMITAGE,1003,S,HERMITAGE,,
1003 W 102ND ST,1003,W,102ND,ST,
1003 W 19TH,1003,W,19TH,,
1003 W ARGYLE,1003,W,ARGYLE,,
1003 W ARMITAGE,1003,W,ARMITAGE,,
1003 W BELDEN,1003,W,BELDEN,,
1003 W BUENA,1003,W,BUENA,,
1003 W BUENA AVE,1003,W,BUENA,AVE,
1003 W CHICAGO,1003,W,CHICAGO,,
1003 W DAKIN,1003,W,DAKIN,,
1003 W DIVERSEY,1003,W,DIVERSEY,,
1003 W GRACE,1003,W,GRACE,,
1003 W IRVING PK,1003,W,IRVING,PK,
1003 W LOYOLA,1003,W,LOYOLA,,
1003 W MADISON,1003,W,MADISON,,
1003 W RANDOLPH,1003,W,RANDOLPH,,
1003 W RANDOLPH ST,1003,W,RANDOLPH,ST,
1003 W ROSEMONT,1003,W,ROSEMONT,,
1003 W SCHOOL,1003,W,SCHOOL,,
1003 W TAYLOR,1003,W,TAYLOR,,
1003 W WEED,1003,W,WEED,,
10040 S MAY,10040,S,MAY,,
10041 S ONION,10041,S,ONION,,
10042 S LAFAYETTE,10042,S,LAFAYETTE,,
10043 S ST LAWRENCE,10043,S,ST LAWRENCE,,
10043 S UNION,10043,S,UNION,,
10045 S YATES,10045,S,YATES,,
10046 S LUELLA,10046,S,LUELLA,,
10046 S PRAIRIE,10046,S,PRAIRIE,,
1004 E 47 ST,1004,E,47,ST,
1004 E 51ST,1004,E,51ST,,
1004 E 53RD ST,1004,E,53RD,ST,
1004 N AVERS,1004,N,AVERS,,
1004 N CALIFORNIA,1004,N,CALIFORNIA,,
1004 N LAMON,1004,N,LAMON,,
1004 N MONITOR,1004,N,MONITOR,,
1004 N WELLS,1004,N,WELLS,,
1004 S CRYSTAL,1004,S,CRYSTAL,,
1004 S HAMILTON,1004,S,HAMILTON,,
1004 S HERMITAGE,1004,S,HERMITAGE,,
1004 S OAKLEY BOULEVARD,1004,S,OAKLEY,BOULEVARD,
1004 W 76TH ST,1004,W,76TH,ST,
1004 W ARGYLE,1004,W,ARGYLE,,
1004 W BELMONT AVE,1004,W,BELMONT,AVE,
1004 W CATALPA,1004,W,CATALPA,,
1004 W DIVERSEY,1004,W,DIVERSEY,,
1004 W MARQUETTE,1004,W,MARQUETTE,,
1004 W SCHOOL,1004,W,SCHOOL,,
1004 W SUNNYSIDE,1004,W,SUNNYSIDE,,
1004 W WASHINGTON,1004,W,WASHINGTON,,
1004 W WASHINGTON BLVD,1004,W,WASHINGTON,BLVD,
1004 W WEED,1004,W,WEED,,
1004 W WELLINGTON,1004,W,WELLINGTON,,
10053 S LASALLE,10053,S,LASALLE,,
1005  ARGLE,1005,,ARGLE,,
1005  ARGYLE,1005,,ARGYLE,,
1005 E 53RD ST,1005,E,53RD,ST,
1005 N ASHLAND,1005,N,ASHLAND,,
1005 N CLARK,1005,N,CLARK,,
1005 N DRAKE,1005,N,DRAKE,,
1005 N KILDARE,1005,N,KILDARE,,
1005 N LECLAIRE,1005,N,LECLAIRE,,
1005 N WEED,1005,N,WEED,,
1005 S HERMIONE,1005,S,HERMIONE,,
1005 S HERMITAGE,1005,S,HERMITAGE,,
1005 S PAULINA,1005,S,PAULINA,,
1005 W ARGYLE,1005,W,ARGYLE,,
1005 W BELMONT AVE,1005,W,BELMONT,AVE,
1005 W CATALPA,1005,W,CATALPA,,
1005 W LOYOLA,1005,W,LOYOLA,,
1005 W MADISON,1005,W,MADISON,,
1005 W MONTANA,1005,W,MONTANA,,
1005 W OAKDALE,1005,W,OAKDALE,,
1005 W SCHOOL,1005,W,SCHOOL,,
1005 W WEED,1005,W,WEED,,
1005 W WILSON,1005,W,WILSON,,
10060 S PROSPECT,10060,S,PROSPECT,,
1006 E 53RD ST,1006,E,53RD,ST,
1006 N KILDARE,1006,N,KILDARE,,
1006 N OAK ST,1006,N,OAK,ST,
1006 N WESTERN,1006,N,WESTERN,,
1006 S CLAREMONT,1006,S,CLAREMONT,,
1006 S HERMITAGE,1006,S,HERMITAGE,,
1006 S PAULINA,1006,S,PAULINA,,
1006 S STATE,1006,S,STATE,,
1006 W ARGYLE,1006,W,ARGYLE,,
1006 W ARMITAGE,1006,W,ARMITAGE,,
1006 W BALMORAL,1006,W,BALMORAL,,
1006 W BUENA,1006,W,BUENA,,
1006 W BYRON,1006,W,BYRON,,
1006 W DIVERSEY,1006,W,DIVERSEY,,
1006 W LOYOLA,1006,W,LOYOLA,,
1006 W MADISON,1006,W,MADISON,,
1007  BALMORAL,1007,,BALMORAL,,
1007  CATALPA,1007,,CATALPA,,
1007 E 53RD ST,1007,E,53RD,ST,
1007  HONORE,1007,,HONORE,,
1007 N CAMPBELL,1007,N,CAMPBELL,,
1007 N CENTRAL PARK,1007,N,CENTRAL PARK,,
1007 N CLARK,1007,N,CLARK,,
1007 N RUSH,1007,N,RUSH,,
1007  OAKLEY,1007,,OAKLEY,,
1007 S HERMITAGE,1007,S,HERMITAGE,,
1007 S PAULINA,1007,S,PAULINA,,
1007 S STATE,1007,S,STATE,,
1007 S STATE ST,1007,S,STATE,ST,
1007 S WABASH,1007,S,WABASH,,
1007 S WELLS,1007,S,WELLS,,
1007 W ARGYLE,1007,W,ARGYLE,,
1007 W ARMITAGE,1007,W,ARMITAGE,,
1007 W BELDEN,1007,W,BELDEN,,
1007 W DIVERSEY,1007,W,DIVERSEY,,
1007 W GEORGE,1007,W,GEORGE,,
1007 W GRAND AVE,1007,W,GRAND,AVE,
1007 W LELAND,1007,W,LELAND,,
1007 W MADISON,1007,W,MADISON,,
1007 W MONROE,1007,W,MONROE,,
1007 W NEWPORT,1007,W,NEWPORT,,
1007 W VAN BUREN ST,1007,W,VAN BUREN,ST,
1007 W WASHINGTON BLVD,1007,W,WASHINGTON,BLVD,
1008  ARGYLE,1008,,ARGYLE,,
1008 N ASHLAND AVE,1008,N,ASHLAND,AVE,
1008 N CLARK,1008,N,CLARK,,
1008 N HONORE,1008,N,HONORE,,
1008 N LAWLER,1008,N,LAWLER,,
1008 N LINCOLN,1008,N,LINCOLN,,
1008 N MENARD,1008,N,MENARD,,
1008 N RUSH,1008,N,RUSH,,
1008 N WELLS,1008,N,WELLS,,
1008 N WESTERN,1008,N,WESTERN,,
1008 N WOOD,1008,N,WOOD,,
1008 S CAMPBELL,1008,S,CAMPBELL,,
1008 S PAULINA,1008,S,PAULINA,,
1008 S SEELEY,1008,S,SEELEY,,
1008 S STATE,1008,S,STATE,,
1008 S WABASH,1008,S,WABASH,,
1008 W ARGYLE,1008,W,ARGYLE,,
1008 W ARMITAGE,1008,W,ARMITAGE,,
1008 W BELMONT AVE,1008,W,BELMONT,AVE,
1008 W DIVERSEY,1008,W,DIVERSEY,,
1008 W DIVERSEY PARKWAY,1008,W,DIVERSEY,PARKWAY,
1008 W FOSTER,1008,W,FOSTER,,
1008 W GRACE,1008,W,GRACE,,
1008 W IRVING PK,1008,W,IRVING,PK,
1008 W MADISON,1008,W,MADISON,,
1008 W NEWPORT,1008,W,NEWPORT,,
1008 W SCHOOL,1008,W,SCHOOL,,
1009 E 52ND ST,1009,E,52ND,ST,
1009 E 57TH ST,1009,E,57TH,ST,
1009 N ASHLAND,1009,N,ASHLAND,,
1009 N CLARK,1009,N,CLARK,,
1009 N ORLEANS,1009,N,ORLEANS,,
1009 N RUSH,1009,N,RUSH,,
1009 S PAULINA ST,1009,S,PAULINA,ST,
1009 S RACINE,1009,S,RACINE,,
1009 S STATE,1009,S,STATE,,
1009 S WABASH,1009,S,WABASH,,
1009 W ADDISON,1009,W,ADDISON,,
1009 W BELMONT AVE,1009,W,BELMONT,AVE,
1009 W BERWYN,1009,W,BERWYN,,
1009 W BYRON,1009,W,BYRON,,
1009 W CATALPA,1009,W,CATALPA,,
1009 W MADISON,1009,W,MADISON,,
1009 W NEWPORT,1009,W,NEWPORT,,
1009 W SCHOOL,1009,W,SCHOOL,,
1009 W WASHINGTON BLVD,1009,W,WASHINGTON,BLVD,
1009 W WEED,1009,W,WEED,,
1009 W WOLFRAM,1009,W,WOLFRAM,,
100 E 34TH ST,100,E,34TH,ST,
100 E 70TH ST,100,E,70TH,ST,
100 E 71ST,100,E,71ST,,
100 E BALBO,100,E,BALBO,,
100 E HURON,100,E,HURON,,
100 E LAKE,100,E,LAKE,,
100 E MONROE,100,E,MONROE,,
100 E OHIO,100,E,OHIO,,
100 E ONTARIO,100,E,ONTARIO,,
100 E PEARSON,100,E,PEARSON,,
100 E RANDOLPH,100,E,RANDOLPH,,
100 E WALTON,100,E,WALTON,,
100 E WALTON ST,100,E,WALTON,ST,
100 N CLARK,100,N,CLARK,,
100 N FRANKLIN,100,N,FRANKLIN,,
100 N GARLAND,100,N,GARLAND,,
100 N LASALLE,100,N,LASALLE,,
100 N MONROE,100,N,MONROE,,
100 N RANDOLPH,100,N,RANDOLPH,,
100 N STATE,100,N,STATE,,
100 N WELLS,100,N,WELLS,,
100 S CENTRAL,100,S,CENTRAL,,
100 S CLINTON,100,S,CLINTON,,
100 S DEARBORN,100,S,DEARBORN,,
100 S HOMAN,100,S,HOMAN,,
100 S KILPATRICK,100,S,KILPATRICK,,
100 S MAYFIELD,100,S,MAYFIELD,,
100 S TORRENCE AVE,100,S,TORRENCE,AVE,
100 S WABASH,100,S,WABASH,,
100 S WELLS,100,S,WELLS,,
100 W 115TH ST,100,W,115TH,ST,
100 W 27TH ST,100,W,27TH,ST,
100 W 87TH,100,W,87TH,,
100 W 87TH ST,100,W,87TH,ST,
100  WALTON,100,,WALTON,,
100 W CHICAGO,100,W,CHICAGO,,
100 W GARFIELD,100,W,GARFIELD,,
100 W GRAND,100,W,GRAND,,
100 W HOYNE,100,W,HOYNE,,
100 W HUBBARD,100,W,HUBBARD,,
100 W HURON,100,W,HURON,,
100 W KINZIE,100,W,KINZIE,,
100 W LAKE,100,W,LAKE,,
100 W MONROE,100,W,MONROE,,
100 W OAK,100,W,OAK,,
100 W OHIO,100,W,OHIO,,
100 W RANDOLPH,100,W,RANDOLPH,,
100 W SCHILLER,100,W,SCHILLER,,
100 W VAN BUREN,100,W,VAN BUREN,,
100 W WALTON,100,W,WALTON,,
100 W WASHINGTON,100,W,WASHINGTON,,
10100 S FOREST,10100,S,FOREST,,
10100 S PARNELL,10100,S,PARNELL,,
10105 S ARTESIAN,10105,S,ARTESIAN,,
10106 S GREEN,10106,S,GREEN,,
10106 S MORGAN,10106,S,MORGAN,,
10107 S ST LAWRENCE,10107,S,ST LAWRENCE,,
1010 N ADDISON,1010,N,ADDISON,,
1010 N ASHLAND AVE,1010,N,ASHLAND,AVE,
1010 N DEARBORN,1010,N,DEARBORN,,
1010 N DEARBORN ST,1010,N,DEARBORN,ST,
1010 N HAMLIN,1010,N,HAMLIN,,
1010 N HONORE,1010,N,HONORE,,
1010 N LASALLE,1010,N,LASALLE,,
1010 N LATROBE,1010,N,LATROBE,,
1010 N PULASKI,1010,N,PULASKI,,
1010 N ROCKWELL,1010,N,ROCKWELL,,
1010 N RUSH,1010,N,RUSH,,
1010 N STATE,1010,N,STATE,,
1010 N WELLS,1010,N,WELLS,,
1010 S OAKLEY,1010,S,OAKLEY,,
1010 S PAULINA,1010,S,PAULINA,,
1010 S STATE,1010,S,STATE,,
1010 S WABASH,1010,S,WABASH,,
1010 W 111TH,1010,W,111TH,,
1010 W 79TH ST,1010,W,79TH,ST,
1010 W ARMITAGE,1010,W,ARMITAGE,,
1010 W BELMONT AVE,1010,W,BELMONT,AVE,
1010 W DAKIN,1010,W,DAKIN,,
1010 W DIVERSEY,1010,W,DIVERSEY,,
1010 W EASTWOOD,1010,W,EASTWOOD,,
1010 W FULLERTON,1010,W,FULLERTON,,
1010 W IRVINGPK,1010,W,IRVINGPK,,
1010 W LAWRENCE,1010,W,LAWRENCE,,
1010 W MADISON,1010,W,MADISON,,
1010 W MADISON ST,1010,W,MADISON,ST,
1010 W MONROE,1010,W,MONROE,,
1010 W SCHOOL,1010,W,SCHOOL,,
1010 W WAVELAND,1010,W,WAVELAND,,
1010 W WELLINGTON,1010,W,WELLINGTON,,
1010 W WINONA,1010,W,WINONA,,
10110 S TALMAN,10110,S,TALMAN,,
10111 S YALE,10111,S,YALE,,
10112 S LAFAYETTE,10112,S,LAFAYETTE,,
10113 S AVENUE L,10113,S,L,,AVENUE
10115 S ASHLAND,10115,S,ASHLAND,,
10115 S YALE,10115,S,YALE,,
10117 S RHODES,10117,S,RHODES,,
10118 S LUELLA,10118,S,LUELLA,,
10118 S UNION,10118,S,UNION,,
10119 S OGLESBY,10119,S,OGLESBY,,
1011  CLARK,1011,,CLARK,,
1011 E 53RD ST,1011,E,53RD,ST,
1011 N AVERS,1011,N,AVERS,,
1011 N CICERO,1011,N,CICERO,,
1011 N CLARK,1011,N,CLARK,,
1011 N CROSBY,1011,N,CROSBY,,
1011 N HARDING,1011,N,HARDING,,
1011 N ROCKWELL,1011,N,ROCKWELL,,
1011 S WABASH,1011,S,WABASH,,
1011 S WABASH ST,1011,S,WABASH,ST,
1011 W 63RD,1011,W,63RD,,
1011 W AINSLIE,1011,W,AINSLIE,,
1011 W ARMITAGE,1011,W,ARMITAGE,,
1011 W BELMONT,1011,W,BELMONT,,
1011 W BELMONT AVE,1011,W,BELMONT,AVE,
1011 W CLARK,1011,W,CLARK,,
1011 W CULLERTON,1011,W,CULLERTON,,
1011 W DIVERSEY,1011,W,DIVERSEY,,
1011 W GARFIELD,1011,W,GARFIELD,,
1011 W MADISON,1011,W,MADISON,,
1011 W ROSEMONT,1011,W,ROSEMONT,,
1011 W SCHOOL,1011,W,SCHOOL,,
